business_id,name,category_id,category,address,latitude,longitude,tel,rating
4cc2cd5101fb236a442aa1ba,Pizza Driver,13064,Pizzeria,"Grenseveien 40, 0575 Oslo",59.924666,10.788957,22 19 19 19,
61dc6ac8c77fa05364eb5838,Lunar Restaurant,13072,Asian Restaurant,0585,59.92941,10.797359,,
51cc5310498ea61fd30bd9f1,Artgate.no,10004,Art Gallery,"Hasleveien 15C, 0571 Oslo",59.928521,10.781012,930 29 531,
6140db82b0a71963153ee50b,Trattoria Molto,13236,Italian Restaurant,"Lørenfaret 1, 0580 Oslo",59.930935,10.799384,,
a410cdf5188c4fbafc2c23f0,Hasle Sushi Diep Hong Thi VU,13065,Restaurant,"Grenseveien 50, 0579 Oslo",59.923653,10.79285,414 59 488,
5cd3aa1d1ff54e6605664f32,Barservice,13065,Restaurant,"Hovinveien 54 A, 0576 Oslo",59.922451,10.792621,926 50 402,
2f8435f5c3bc41e1b2f219f2,Super Sky Grill Mohammad Arif,13145,Fast Food Restaurant,"St Jørgensv 31, 0662 Oslo",59.921467,10.796335,22 17 27 75,
2911dfbafd1c47c7a7cbd3cf,Working On A Dream Ivana Gvozden,13065,Restaurant,"Einars vei 4, 0575 Oslo",59.922991,10.787162,,
b48d77dffeb64e86060245e5,Cafe Drop Pei Xin Li,13065,Restaurant,"Eikenga 4, 0579 Oslo",59.924766,10.798705,,
229b6629a49e462fa91878a3,Aroy,13065,Restaurant,"Traneveien 1, 0575 Oslo",59.925311,10.787106,481 51 778,
52857ee43c7446b505c4f81c,Døgnvill Drift,13065,Restaurant,"Økernveien 51, 0576 Oslo",59.921077,10.785111,22 68 08 00,
c4a0ce59ecec44d87d9cded8,Aegean Mat,13065,Restaurant,"Hasleveien 31, 0575 Oslo",59.927885,10.786369,,
4f7e1f367677410476bfff0c,Rabarbra Cafe og Catering AS Konkursbo,13065,Restaurant,"Lørenveien 63, 0580 Oslo",59.928885,10.798672,23 00 34 00,
ba2c861a1c87410813c0cc31,Crave Health,13032,"Cafe, Coffee, and Tea House","Seljeveien 35, 0575 Oslo",59.929605,10.788742,450 96 791,
a949b4d720a644f572fcb9e3,Line Kristoffersen Drift,13032,"Cafe, Coffee, and Tea House","Dronning Ingrids Plass 1, 0576 Oslo",59.919731,10.781339,934 56 137,
6cf3186724944a589c4e0d5d,Instalink,13032,"Cafe, Coffee, and Tea House","Trondheimsveien 4A, 0581 Oslo",59.92508,10.806141,917 77 012,
f05462030ba54d071f27e54a,Madicken,13065,Restaurant,"Innspurten 16, 0663 Oslo",59.920233,10.805288,22 65 03 00,
60f224c1981c499462f922aa,Toppen 2 Tariq Mahmood,13145,Fast Food Restaurant,"Grensev 76, 0663 Oslo",59.917198,10.800657,22 63 02 63,
41b2c61543a64edd8bff6d5b,Valle Kiosk & Gatekjøkken Alam Iffat,13145,Fast Food Restaurant,"Grenseveien 76, 0663 Oslo",59.917198,10.800657,22 65 60 02,
9d3d085f03d94666fb9ef297,Sanjays,13065,Restaurant,"Lørenveien 44, 0585 Oslo",59.930685,10.793608,22 22 26 00,
803d7bb36cf04ad69d82b42c,Jonathan Løren AS Konkursbo,13032,"Cafe, Coffee, and Tea House","Lørenveien 44, 0585 Oslo",59.930762,10.79348,23 23 90 90,
81e470a2a11946674a33f580,Østlandske Servering DA,13065,Restaurant,"Grenseveien 22, 0571 Oslo",59.926024,10.778231,22 38 53 14,
fca73a7eec034a8b37687c43,Chaplin Gatekjøkken Bela,13145,Fast Food Restaurant,"Økernveien 145, 0580 Oslo",59.928515,10.804633,944 39 776,
811e6af61c5b43d9a25d97a6,Avd. Økern,13065,Restaurant,"Økernveien 145, 0580 Oslo",59.928515,10.804633,22 97 08 08,
51c9bb15498e48d4b4dcda7b,Umai - Sushi,13276,Sushi Restaurant,"Lørenveien 43, 0585 Oslo",59.930559,10.79199,21 45 37 60,8.3
4cac431f14c33704d279ee3b,Makan Cafe,13099,Chinese Restaurant,"Økernveien 145, 0580 OSLO",59.928668,10.804902,958 81 755,
4bcf399877b29c744ba88882,PizzaBuzzen,13064,Pizzeria,,59.929769,10.805464,,
60d5eb4ab3f2f34d4f330c12,Wraps & Coffee,13035,Coffee Shop,"Ulvenveien 82E, 0581 Oslo",59.92575,10.811945,981 37 640,
4f4f95dde4b0db329841e878,Burger King,13145,Fast Food Restaurant,Oslo,59.931271,10.812464,,
5a8c5ad0b6b04b2d4e54d10c,Pizzabakern,13064,Pizzeria,"Gladengveien 24, 0661 Oslo",59.919278,10.793565,979 43 000,
2bf021b0ae30462a3c5588d5,PizzaPartner,13064,Pizzeria,"Ulvenveien 75 (Økern/Ulven) og Rosenholmveien 4 (Holmlia), 0581 Oslo",59.92705,10.803274,22 66 66 66,
ff3f0ab5f0094c5414a92b1d,Cafe Drop Li,13032,"Cafe, Coffee, and Tea House","Haslevangen 33, 0579 Oslo",59.924903,10.799912,22 65 28 40,
5b8e431438a04a91fbc55ca2,Cafe Drop Shot A/S -,13065,Restaurant,"Eikenga 4, 0579 Oslo",59.924775,10.79882,22 65 28 40,
1ec364053d05473f69d30af4,Sunport Company Zamani,13065,Restaurant,"Økern Torgvei 1, 0580 Oslo",59.930348,10.805645,22 38 05 10,
df3e0260569748463f3aac33,Yi Xiang Travel,13065,Restaurant,"Lørenvangen 28, H202, 0585 Oslo",59.93177,10.797421,468 89 895,
c8df5e4cb7064151c4f33add,Smaken,13065,Restaurant,"Peter Møllers vei 5 A, 0585 Oslo",59.930305,10.792671,,
16f924a1d9ea45148a37be5a,Løren Konsept,13065,Restaurant,"Lørenveien 44, 0585 Oslo",59.930762,10.79348,21 42 42 99,
c21d41291fe94511138c067e,Matbiten Restaurant & Cafeteria ANS,13065,Restaurant,"Spireaveien 18, 0580 Oslo",59.932703,10.799269,,
95c266272c4e4d7eb2640577,Dinh,13032,"Cafe, Coffee, and Tea House","Spireaveien 16a, 0580 Oslo",59.932733,10.800785,,
d15f295d04884c050aeb8ba7,Bakeri Hasle Torg,13002,Bakery,"v/ Silje Bua Hammer Sørligata 10C, 0577 Oslo",59.923566,10.792863,23 37 76 91,
c3eec03104004029792ffcea,Alexandra Lin,13065,Restaurant,"Kruttveien 9, 0585 Oslo",59.932138,10.793683,38 07 02 77,
c8686a779db1471e45e59b21,Travellers' Corner Cafe,13065,Restaurant,"Hjalmar Brantings vei 8, 0581 Oslo",59.932915,10.795788,,
4f00975b0f20495b3b988397,Linda Yvonne Bjerke,13065,Restaurant,"Seljeveien 7, 0575 Oslo",59.928448,10.787396,920 18 306,
b5035bead24b457443922bc5,Dogs & Horses Feed Specialists,13065,Restaurant,"Ulvenveien 89 A, 0581 Oslo",59.925726,10.811072,23 03 92 00,
624708cdd05967199d05135d,Cultivate Food,13377,Vegan and Vegetarian Restaurant,"Sandakerveien 24c, 0473 Oslo",59.93482,10.75928,,
5870dd16dfa6ff39ad177b85,Grådi,13027,Bistro,"Sørligata 40, 0577 Oslo",59.91455,10.771129,917 97 055,8.1
deab28088bf5440d387acc72,Sweety Kebab - Khalid Andeel,13145,Fast Food Restaurant,"Grønlandsleiret 47, 0130 Oslo",59.910691,10.767209,,
4bb67b36ef159c74360876f7,Bobs Pub,13018,Pub,"Grønland 1, 0188 Oslo",59.913164,10.758421,404 70 863,6.0
4beabca26295c9b6dfc08608,Queens Pub og Pianobar,13022,Sports Bar,"Brugata 14, 0186 Oslo",59.913815,10.755518,22 17 70 26,5.7
54591a39498e5e36624f3872,Starbucks Torggata,13034,Café,"Torggata 17B, 0183 Oslo",59.91623,10.752174,406 38 839,5.8
62751b7cc2f836352705447a,Abelone Kjøkken & Bar,13057,Gastropub,"Brugata 11, Oslo",59.913843,10.756499,,
4e318b41fa76b9130b72c080,Café Brunch,13145,Fast Food Restaurant,Oslo,59.911977,10.757256,,
5f9c08bd364d190aa737dc25,Kaffebønnen,13035,Coffee Shop,"Skøyenveien 43, 0375 Oslo",59.929183,10.687385,406 10 705,
f55257ef04554d918adf757c,Bevertningsutvikling,13065,Restaurant,"Drammensveien 130B, 0277 Oslo",59.921357,10.687697,22 54 64 97,
786e4725c2cb4b14cca22e9d,Lb Kjøkken,13065,Restaurant,"Drammensveien 130, 0277 Oslo",59.92151,10.687966,22 56 19 46,
1fe7c28a676d4f8ae1d48c25,Print-design Ivar Okshovd,13027,Bistro,"Drammensveien 127, 0277 Oslo",59.921854,10.68844,22 56 00 53,
4fafd68da84c46a2724d647d,Big Horn Steak House Norge,13065,Restaurant,"Karenslyst Allé 12 -14, 0278 Oslo",59.919227,10.686268,22 09 84 60,
206eddf7b4fc486defe6d922,Siljansenteret,13065,Restaurant,"Karenslyst Allé 12, 3748 SILJAN",59.919132,10.686166,917 77 886,
4c599d3c67ac0f4736a4044c,House Of Sushi,13276,Sushi Restaurant,"Ole Vigs gate 15, 0366 Oslo",59.927649,10.721518,22 93 31 00,6.6
4cfbbb28084f548148938209,Song Tran Sushi,13276,Sushi Restaurant,"Schønings gate 9 A, 0362 Oslo",59.928306,10.724867,22 69 49 22,
4e2166941495f18f034dd569,Flaneur Food,13039,Deli,"Niels Juels gate 51, 0259 Oslo",59.919068,10.718901,22 55 70 00,8.5
5c156e62b9ac38002c0769e3,Vinoteket,13025,Wine Bar,"Henrik Ibsens gate 60 A, 0255 Oslo",59.915,10.721854,974 32 020,7.8
56ff9421498ebc508ecf73bb,Lett,13332,Salad Restaurant,Oslo,59.916449,10.715148,,7.3
56fb63cc498e6b393cd7cc6a,Espresso House,13034,Café,"Henrik Ibsens gate 90D, 0255 Oslo",59.914607,10.719634,459 40 524,6.3
4bf19f977077952121963e7c,Natraj Tandoori Restaurant,13199,Indian Restaurant,"Bygdøy Allé 8, 0262 Oslo",59.915766,10.713148,22 44 75 33,5.9
4be55603cf200f470311133c,Frogner Kino,10024,Movie Theater,"Frognerveien 30, 0263 Oslo",59.918601,10.710147,22 55 65 57,
4bdddc256198c9b6a8f811ff,Bygdøy Sushi,13276,Sushi Restaurant,"Bygdøy allé 66, 0265 Oslo",59.918896,10.701044,22 55 92 22,5.7
4c7e9a16fb74236a4fa5f7b9,Galleri Haaken,10004,Art Gallery,"Lille Frogner allé 6, 0263 Oslo",59.919487,10.711941,22 55 91 97,
513b45bbe4b04f70216cbd5b,Blue Elephant Restaurant,13352,Thai Restaurant,"Skovveien 8, 0257 Oslo",59.916531,10.716188,22 43 12 00,5.7
4b0588b6f964a520afd522e3,Le Canard,13148,French Restaurant,"President Harbitz' gate 4, 0259 Oslo",59.918776,10.715731,22 54 34 00,
597caac1c824ae75171e1427,Blå Thai Street Food,13352,Thai Restaurant,0257 Oslo,59.916531,10.716188,22 43 12 00,
5ae8662c8194fc002caab71c,TUNCO Frogner,13315,Noodle Restaurant,0257 Oslo,59.915915,10.716164,,
524b032811d2ae4d1c3210a6,+39,13236,Italian Restaurant,,59.912672,10.710052,,
4df50b1245dd4e269346035e,Fuji Japanese Restaurant,13276,Sushi Restaurant,"Munkedamsveien 100, 0270 Oslo",59.912585,10.710065,22 43 11 80,
56212e3d498e1aa0a124bcd1,Albin Art,10004,Art Gallery,"Briskebyveien 42, 0259 Oslo",59.920376,10.717125,993 58 020,
5b8be8608fb09e002c720429,Zawai,13032,"Cafe, Coffee, and Tea House","Briskebyveien 22b, 0259 Oslo",59.919716,10.718218,940 32 891,
632d8ee6a406d13400015953,Barramón Sommerro,13345,Spanish Restaurant,"Sommerrogata 1, Oslo",59.915205,10.719324,,
632d984c18fd4f0f97e62d87,Plah & Ahaan,13352,Thai Restaurant,"Sommerrogata 1, Oslo",59.915205,10.719324,,
632d93475b84c758f4d70815,Izakaya Sommerro,13072,Asian Restaurant,"Sommerrogata 1, 0255 Oslo",59.915205,10.719324,,
5f620eb00ed4c262cb6c0a05,Frenchie,13148,French Restaurant,"100 Henrik Ibsens gate, 0255 Oslo",59.914562,10.719057,,
627fdce7e8994d038c152d18,Cartel's,13303,Mexican Restaurant,0255 Oslo,59.914763,10.719625,,
611bfc3307a15d516d41c58d,Brasserie Coucou,13152,Brasserie,"60C Henrik Ibsens gate, 0255 Oslo",59.914947,10.720362,23 98 98 98,
5efdd16bab146b0008ce974f,DiVino,13236,Italian Restaurant,"Henrik Ibsens gate 60c, 0255",59.914988,10.72057,22 12 05 02,
50429133e4b01555a69fcbad,Monkey Bar,10032,Night Club,"Henrik Ibsens gate 60 B, 0255 Oslo",59.91506,10.721494,23 89 89 33,5.4
4bcb2fa668f976b0e9806083,Peppes Pizza,13064,Pizzeria,"Henrik Ibsens gate 100, 0255 Oslo",59.914362,10.718737,22 22 55 55,5.3
4b56b059f964a5209e1828e3,Kaffistova,13034,Café,"Rosenkrantz' gate 8, 0159 Oslo",59.914715,10.740071,23 21 42 10,6.6
61f19af7f14cec6b0c40cf5d,Kafeteria August,13034,Café,"Universitetsgata 9, 0164 Oslo",59.917034,10.738367,920 25 580,
5213b07511d2686d77b21b13,Luna Park,13003,Bar,"Akersgata 47, 0180 Oslo",59.914489,10.742794,463 98 681,5.8
54677db8498e74242964e3e7,Cafe Amsterdam Oslo,13018,Pub,"Kristian Augusts gate 12, 0164 Oslo",59.916194,10.738796,489 48 918,5.6
5c8d1ecd6e4650002ca41d45,Pincho Nation,13354,Theme Restaurant,"Kristian IV's gate 4 (Rosenkrantz Gate), 0164 Oslo",59.91513,10.739775,408 45 862,
638dfa4c11f9101a0a090642,Restuant Sumo Karl Johan,13072,Asian Restaurant,"Karl Johans gate 45 (Universitetsgata), 0162 Oslo",59.914621,10.736598,,
4b0588b6f964a520b9d522e3,Mesob,13067,African Restaurant,"1 Stenersgata, 0184 Oslo",59.920144,10.751175,22 20 70 95,
4b2be372f964a52011bd24e3,Revolver,10032,Night Club,"Møllergata 32, 0179 Oslo",59.91706,10.749886,22 20 22 32,4.4
52f24bba11d260422281b6ae,Il Parmigiano,13064,Pizzeria,"Maridalsveien 174, 0469 Oslo",59.939765,10.75874,22 02 02 01,
4b511413d86d4669f2a6cfbb,Starmo Pizza Italiana,13032,"Cafe, Coffee, and Tea House","Sandakerveien 22 A, 0473 Oslo",59.934189,10.761452,22 35 22 35,
8902889268b341165432ed38,Bjølsen Mat Og Kafe V/Tran,13032,"Cafe, Coffee, and Tea House","Sarpsborggata 12, 0468 Oslo",59.942136,10.759904,22 23 92 69,
db463c6ad36946bb24d78142,Wongs,13032,"Cafe, Coffee, and Tea House","Sandakerveien 10e, 0473 Oslo",59.932237,10.759466,22 37 27 22,
ab9dba7a6cf24d9fd4eb4fb7,Ibrar Khan,13145,Fast Food Restaurant,"Vogts gate 40, 0474 Oslo",59.933458,10.763316,22 35 72 00,
372af6d0eaeb4bd1bbc992e4,Hanoi Restaurant Tri Quoc Truong,13065,Restaurant,"Vogts gate 38, 0474 Oslo",59.933266,10.763111,21 64 64 77,
4ba79057f964a520cd9d39e3,Tandoori Hut Norway Ltd,13199,Indian Restaurant,"Maridalsveien 154 A, 0461 Oslo",59.937576,10.755971,22 58 01 50,6.2
5259355411d2b6e392e83f9d,Jafs Bjølsen,13145,Fast Food Restaurant,"Maridalsveien 174, 0469 Oslo",59.939984,10.759292,,
5ba0ac72408f4e62fe0b25f7,Bjølsen Pizza Og Kebab Mustafa Mohseini,13145,Fast Food Restaurant,"Maridalsveien 205, 0469 Oslo",59.942397,10.763256,22 23 02 02,
60d76247c7149164e83f9c5c,Casa Matta,13236,Italian Restaurant,"Frognerveien 58, 0266 Oslo",59.922386,10.704336,404 03 170,
59271c3ddb1d81056a35e024,Seaport Restaurant,13354,Theme Restaurant,"Sørengkaia 101, 0194 Oslo",59.902707,10.753159,22 10 22 10,8.8
54afffc3498ec7434f20bb61,Espresso House,13034,Café,"Jernbanetorget 1 (Flytogterminalen), 0154 Oslo",59.911718,10.751685,21 06 48 04,6.5
595e1a4381635b657d28e847,Coyo,13303,Mexican Restaurant,"Sørengkaia 165, 0194 Oslo",59.901782,10.751429,23 68 75 57,6.7
4c8a2d936418a1439347ddce,Carmel Grill,13072,Asian Restaurant,"Dronningens gate 27, 0154 Oslo",59.912105,10.747653,22 41 67 69,6.4
4c4bd00ebad7a5934e1f5cac,Deli de Luca,13039,Deli,"Oslo S, 0154 Oslo",59.910748,10.752957,,6.1
4b5d73e1f964a5206b5d29e3,Stockfleths Tinghuset,13034,Café,"C. J. Hambros plass 4, 0164 Oslo",59.915583,10.741635,400 92 366,8.1
4c2d785fe307d13a0bfb0dda,Baker Hansen,13002,Bakery,"Stortingsgata 20, 0161 Oslo",59.91371,10.73508,940 23 223,6.6
5dbc7aaaa2edfe00075209ff,Stallen,13336,Scandinavian Restaurant,"Underhaugsveien 28, 0354 Oslo",59.92391,10.726409,458 41 755,
3aa6184a4896415be74ef49e,Gandhi indisk restaurant,13065,Restaurant,"Majorstuveien 36, 0367 Oslo",59.928028,10.715148,22 60 42 00,
a1f784b6574d4e5c0a5ec741,Tariq Burger Bar Mahmood Tariq Muhannad,13145,Fast Food Restaurant,"Kirkeveien 50, 0368 Oslo",59.927796,10.713313,915 95 148,
085a1ac3a59c4b3999dd74cc,Astromeda Ung Klubb Brukthandel Kafe Mari Hoff,13032,"Cafe, Coffee, and Tea House","Kirkeveien 50, 0368 Oslo",59.927787,10.713197,977 71 617,
4e63be1ac65b2dc8a02fcc20,Mega Sushi ANS,13276,Sushi Restaurant,"Grefsenveien 6, 0482 Oslo",59.94168,10.771492,22 22 05 55,6.8
4cfb860bd8468cfa241df56b,JaFs Grefsen,13031,Burger Joint,"Grefsenveien 57, 0487 Oslo",59.945316,10.780477,22 22 91 91,
54fb2aef498ef41b016551c0,Tasty Thai Bjølsen,13352,Thai Restaurant,,59.941768,10.763013,,
6339acc0477a8a2180045386,Gyro City,13177,Greek Restaurant,"Glads vei 20, Oslo",59.951324,10.78616,,
4bdd5752f219c9b6c8691210,Hjemme Hos Svigers,13034,Café,"Fredriksborgveien 16, 0286 Oslo",59.903471,10.687844,22 55 62 26,7.9
4ba62981f964a520313839e3,Rodeløkken Kafe,13034,Café,"Wedels vei 1, 0287 Oslo",59.914086,10.690614,22 43 72 28,7.4
5155927ce4b023b64ff133bb,Arkadia & Torgkafeen,13336,Scandinavian Restaurant,"Museumsveien 10, 0287 Oslo",59.90754,10.686583,400 23 505,5.7
4bae0621f964a520f77b3be3,Lanternen Restaurant Bar,13338,Seafood Restaurant,Oslo,59.907351,10.695901,,5.4
4fa5296ce4b00c584414363f,Norsk Hot Dog,13058,Hot Dog Joint,,59.90342,10.698367,,
4ee261e6490152e4bd220123,Røylen Selskapslokaler,13336,Scandinavian Restaurant,"Bygdøynesveien 37, Oslo",59.902514,10.698563,,
6392c4e6e83e4ae2a489af8b,Lanternen Bygdøy,13032,"Cafe, Coffee, and Tea House","Huk Aveny 2, 0287 Oslo",59.907237,10.695568,402 84 687,
7b1f7e4bc0ba4f55f23bebdb,Lanternen Restaurant,13003,Bar,"Huk Aveny 2, 0287 Oslo",59.907246,10.695683,22 43 78 38,
8e87a5c6b9fc419e6df843e5,Art Ado Productions Adolphe Huchard,13065,Restaurant,"Langviksveien 10, 0286 Oslo",59.902436,10.686949,22 32 82 73,
8aa645a34de04c772277e182,Niva Gatekjøkken Ans,13145,Fast Food Restaurant,"Fredriksborgveien 21, 0286 Oslo",59.902371,10.684447,,
b7b5e4813a6d4fd558d76d34,Minoti,13032,"Cafe, Coffee, and Tea House","Strømsborgveien 18b, 0287 Oslo",59.903761,10.677577,,
5a5e4e42e5d342d660bc5125,Rodeløkken Kafe V/may E. Vidal,13032,"Cafe, Coffee, and Tea House","Wedels vei 2, 0287 Oslo",59.913996,10.690577,928 24 239,
3438aff8c62c4d3515837e32,Ramons Grill,13145,Fast Food Restaurant,"Wedels vei 1, 0287 Oslo",59.913999,10.690627,22 43 72 28,
5918a4f22181437522d0aa07,Kveldssol,13065,Restaurant,"Herbernveien, 0286 Oslo",59.901104,10.693461,22 44 97 00,
82fa0ae014d249c7ce7ea2f6,Lille Herbern,13338,Seafood Restaurant,"Herbernveien 1, 0286 Oslo",59.901056,10.693409,22 44 97 00,
e9ae6ce459ca4dd84d1b2f88,Lille Herbern Restaurant,13065,Restaurant,"Herbern, Oslo kommune, 0286 Oslo",59.90097,10.693423,974 80 003,
3b9604bd9d4b4793369c335b,Medusa Bar & Cafe Da,13032,"Cafe, Coffee, and Tea House","Bygdøynesveien 37, 0286 Oslo",59.902795,10.698228,928 00 748,
fa16abe929f54a9a79d7193d,Hukodden Strandrestaurant,13065,Restaurant,"S. H. Lundhs vei 7, 0287 Oslo",59.902002,10.676968,479 55 246,
b04a3667963d434a42d63d32,Hukodden Strandrestaurant AS - Hukodden Strandrestaurant AS Betalingsterminal,13065,Restaurant,"S. H. Lundhs vei 7, 0287 Oslo",59.901954,10.676917,452 65 694,
61792e88784937178e1df39e,De Mi Tierra,13141,Empanada Restaurant,"Munkedamsveien 29, 0251",59.91236,10.726924,,
4bc9fd67fb84c9b693171c3e,New Anarkali,13199,Indian Restaurant,"Thorvald Meyers gate 76 (Leirfallsgata), 0550 Oslo",59.91931,10.7596,22 20 04 20,8.8
508e9681e4b0b2a6179362cc,Creperie de Mari,13032,"Cafe, Coffee, and Tea House","Thorvald Meyers gate 67, 0552 Oslo",59.921633,10.759017,462 29 262,8.2
560ebba9498e99a6613d8166,Miss Gin,13334,Sandwich Spot,"Thorvald Meyers gate 83, 0552 Oslo",59.919755,10.759124,403 44 300,7.9
5dea98b591ebb5000890636d,Ezo Ramen & Izakaya,13272,Ramen Restaurant,"20 Nordre gate, 0551 Oslo",59.921223,10.75826,906 50 382,5.9
5ce93b303fcee8002cd4ef2c,Il Caffe,13034,Café,"Thorvald Meyers gate 44b, 0552 Oslo",59.923247,10.759475,921 60 552,
6337188c11d5336278b87016,NATURLI' Eatery,13377,Vegan and Vegetarian Restaurant,"Thorvald Meyers gate 40B, 0555 Oslo",59.923693,10.759432,406 10 870,
618f931e6f59cf1bb4313f6d,Cultivate Food,13377,Vegan and Vegetarian Restaurant,"Helgesens gate 18a, 0553 Oslo",59.92465,10.759319,922 12 739,
4b2b709cf964a52066b624e3,Baltazar Ristorante & Enoteca,13236,Italian Restaurant,"Dronningens gate 27, 0154 Oslo",59.912105,10.747653,23 35 70 60,7.4
5040efdde4b0068b20149bb5,Bjørka,10004,Art Gallery,,59.911079,10.764871,,
4da9dff00437dccbd7f743a2,Taste Home,13072,Asian Restaurant,"Mosseveien 20, 0193 Oslo",59.901416,10.764162,22 67 00 07,
57674ae9ed76425f208bac3e,Good Luck Cafe Feng Chao Zhou,13065,Restaurant,"Normannsg 5, 0655 Oslo",59.908277,10.779025,22 56 75 52,
d5831736427e499bc2802542,Anders Nordstoga,10000,Arts and Entertainment,"Konows gate 8 H0501, 0192 Oslo",59.902459,10.772478,24 20 05 57,
fee6244afabb457556ddc064,Haveli Restaurant,13065,Restaurant,"åkebergveien 60, 0657 Oslo",59.908853,10.786419,22 68 87 48,
0821eefd7848448881c3f55b,Jordal Bistro Chaudhry M Yasin - Jordal Bistro Chaudhry M Yas,13065,Restaurant,"Strømsveien 22, 0657 Oslo",59.908853,10.786419,22 68 87 48,
4e3c3477b61cb577be6632d1,Enga Pub,13018,Pub,"Vålerenggata 5 (Smålensgata), 0657 Oslo",59.907423,10.783829,938 94 409,
4ba60d13f964a520493039e3,Javelin Coffee & Tea,13034,Café,"Bøgata 10 (Nannestadgata), 0655 Oslo",59.911983,10.780982,951 09 624,5.9
570802e5498e72d56986c832,Nonna Rosa Pizzeria,13064,Pizzeria,"Schweigaardsgate 88, Oslo",59.907089,10.776165,,
4ef75b1a490124bf996c4587,Vålerenga Grill & Tikka Abbas,13145,Fast Food Restaurant,"Hedmarksgata 10 A, 0658 Oslo",59.910115,10.787983,22 68 23 00,
6200166644ae921809f15ca4,Njokobok,13067,African Restaurant,"Åkebergveien 42 B, 0650",59.90962,10.776308,,
4e00c4efd22db37fb0260e2b,Japp Pizza,13064,Pizzeria,Oslo,59.903281,10.77177,,
4b0588b6f964a52091d522e3,Galleri Kampen,10004,Art Gallery,"4 Norderhovgata, 0654 Oslo",59.911361,10.780316,,
5e0e33ec27e8d40008466b3e,Il Professore Ristorante Italiano,13236,Italian Restaurant,"54A Schweigaards gate, 0656 Oslo",59.908353,10.770424,950 09 200,
f574d767002b4f0dfb625c4c,Pizza Baronen Kværner,13064,Pizzeria,"Konows gate 75, 0196 Oslo",59.901866,10.789103,22 33 22 33,
5d6cf98c687d4e6687201982,Enga Bar & Kafe,13003,Bar,"Vålerenggata 5, 0657 Oslo",59.907414,10.783713,24 07 17 00,
00a9b13b93a147cc642e6b95,Friends Cafe & Fastfood Saiqa Muqaddas,13145,Fast Food Restaurant,"Enebakkveien 17, 0657 Oslo",59.907249,10.78216,400 72 604,
720173e14cf745ed4ff26599,Lille Cafe One Bar,13032,"Cafe, Coffee, and Tea House","St. Halvards gate 65 B, 0657 Oslo",59.907267,10.780696,22 57 25 56,
b4ea2f77bb154f502281adf8,Boligsameie Ingeborgs Gate 4,13065,Restaurant,"Ingeborgs gate 4, 0658 Oslo",59.908356,10.78737,,
67710a6d4bd0485d38cfce02,Jordal Bistro,13065,Restaurant,"Strømsveien 22, 0657 Oslo",59.908796,10.786252,22 68 87 48,
0c54b9f90abe4ce7d4015d5e,Jordal Restaurant Gabriele Vespaciano,13065,Restaurant,"Strømsv 22, 0657 Oslo",59.908814,10.786483,22 68 87 48,
30f6bcf1fc2c499e925cd5b4,Lada Thai Mat Prapin,13145,Fast Food Restaurant,"Strømsveien 22 A, 0657 Oslo",59.908978,10.786342,22 67 55 51,
b881f49e4e044e03055f3c2a,Cafe New York Mohammad Hassan Afzal Malik,13065,Restaurant,"Strømsveien 24 B, 0658 Oslo",59.908964,10.787279,22 74 41 20,
198ab1475e5b44221b7bb36b,Orientalsk Kjøkken DA,13065,Restaurant,"Konows gate 97B, 0196 Oslo",59.901872,10.794828,22 57 29 87,
9482777f44b14ba49bf635c2,Abaas El Kalaf,13065,Restaurant,"Eirik Raudes vei 22K, 0196 Oslo",59.902931,10.796598,900 65 992,
aef014b1b61f489cbca3d5ee,4 Seasons Oslo,13065,Restaurant,"Frognerveien 67, 0266 Oslo",59.924892,10.707031,22 13 54 90,
594ebf5bd5e24bb899b60b57,Ed Murphy,13065,Restaurant,"Bygdøy Allé 51b, 0265 Oslo",59.917962,10.70703,,
e9276edbab2848998cc03780,Madserud Gård,13065,Restaurant,"Madserud Allé 34, 0274 Oslo",59.923701,10.694647,22 54 54 22,
71d4e95da77642018aa44065,Gabels cafe V/Luong - Gabels cafe,13035,Coffee Shop,"Gabels gate 47, 0262 Oslo",59.917478,10.711486,21 37 91 67,
1417e914ce1747404042db67,Vmg Vitor Manuel G De Brito,13032,"Cafe, Coffee, and Tea House","Briskebyveien 48, 0259 Oslo",59.920744,10.716777,481 14 068,
60e0571e004ad5590671555b,Brauð Toastbar,13334,Sandwich Spot,"Thorvald Meyers gate 47A, 0555 Oslo",59.924251,10.759049,,
0778851038f847adfc2b6b6b,Garson Design,13145,Fast Food Restaurant,"Sandakerveien 26, 0564 Oslo",59.923223,10.77357,,
17afb00b60b94bb9046abe2d,Nye Yasmina Take Away Bouker Mourad Ben Ali,13145,Fast Food Restaurant,"Monrads gate 21, 0564 Oslo",59.9219,10.773706,906 20 911,
5b6cb19a180b91002c81b370,Ben Reddik,13302,Mediterranean Restaurant,"Leirfallsgata 6, 0550 Oslo",59.91933,10.75761,466 77 211,7.5
38c3f02c9510496a78e99a65,Seaqueen Charlie Vo,13145,Fast Food Restaurant,"Kingos gate 18, 0457 Oslo",59.930562,10.750364,22 22 32 32,
56a24edb846340ed1959c49a,Tasty Pizza Og Shawarma Hazhar Mohammed Maaroof Maroof,13145,Fast Food Restaurant,"Kristiansands gate 12 B, 0463 Oslo",59.938831,10.753502,,
